GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
48544,11,0.9,1,Symm,9,17,0.95,-30,-,1,0,0
48545,45,0.6,-30,Symm,5,15,0.95,-14,-,1,0,0
48546,14,1,14,-,1,90,0.25,-14,Symm,7,0,0
48547,26,1,26,-,1,33,0.5,4,-,1,0,0
48548,12,1,12,-,1,13,0.75,0,Symm,9,0,0
48549,47,0.2,17,R-skew,2,46,0.75,-8,Symm,7,0,0
48550,6,0.1,-10,-,1,28,0.25,-22,-,1,1,0
48551,24,0.1,21,Symm,3,43,0.6,-34,R-skew,3,0,0
48552,20,1,20,-,1,63,0.5,-28,Symm,5,0,0
48553,40,0.4,-42,-,1,48,0.25,-19,-,1,0,0
48554,5,0.75,-23,Symm,3,209,0.1,-21,-,1,1,1
48555,26,1,26,-,1,40,0.4,24,Symm,5,0,0
48556,0,1,0,-,1,64,0.05,-1,-,1,0,0
48557,16,1,16,-,1,16,1,16,Symm,7,0,1
48558,4,1,4,-,1,98,0.1,-7,-,1,0,0
48559,28,0.2,-10,-,1,64,0.05,-9,L-skew,6,-1,0
48560,41,0.1,29,-,1,34,0.2,24,Symm,9,0,0
48561,33,0.2,-10,-,1,-4,0.25,-11,R-skew,4,0,0
48562,41,0.4,3,-,1,32,0.2,18,Symm,9,0,0
48563,-5,1,-5,-,1,34,0.6,-45,-,1,0,0
48564,68,0.5,-8,L-skew,5,78,0.25,6,L-skew,7,-1,0
48565,-3,1,-3,-,1,-4,0.95,-14,-,1,0,1
48566,-3,1,-3,Symm,7,13,0.25,-9,L-skew,4,0,0
48567,35,0.4,22,-,1,33,0.95,-22,R-skew,2,1,0
48568,22,0.9,-6,Symm,9,36,0.5,0,-,1,0,0
48569,30,1,30,-,1,40,0.8,-9,-,1,0,0
48570,8,0.75,-32,Symm,3,-2,1,-2,R-skew,6,0,0
48571,29,1,29,-,1,58,0.2,33,-,1,0,1
48572,31,0.6,-2,-,1,10,0.8,-5,Symm,3,0,0
48573,21,1,21,-,1,31,0.01,24,L-skew,6,0,0
48574,45,0.01,18,-,1,84,0.4,-31,Symm,5,-1,0
48575,9,1,9,-,1,15,0.9,-32,-,1,0,0
48576,47,0.05,21,-,1,38,0.6,0,Symm,9,0,0
48577,23,1,23,-,1,53,0.05,26,Symm,7,0,0
48578,-1,0.25,-13,Symm,9,-4,0.6,-33,-,1,-1,0
48579,79,0.5,-31,-,1,74,0.5,-32,L-skew,6,0,0
48580,23,1,23,-,1,28,0.9,-15,-,1,0,0
48581,15,1,15,-,1,56,0.5,-31,R-skew,2,0,0
48582,87,0.2,-2,L-skew,4,69,0.4,-22,-,1,0,0
48583,12,0.95,-32,-,1,15,0.95,9,-,1,0,0
48584,60,0.1,9,L-skew,2,14,1,14,L-skew,2,0,1
48585,28,1,28,-,1,41,0.6,-6,-,1,0,0
48586,30,0.2,-10,R-skew,4,8,0.99,-39,Symm,3,0,1
48587,22,1,22,-,1,72,0.5,-35,-,1,0,1
48588,32,0.75,-3,-,1,40,0.5,8,Symm,7,0,0
48589,17,1,17,-,1,24,0.99,-21,Symm,9,0,0
48590,30,0.05,26,Symm,3,28,0.2,27,-,1,0,0
48591,6,0.6,-6,-,1,16,0.6,5,-,1,0,1
48592,7,0.2,-7,-,1,223,0.01,-9,-,1,0,1
48593,15,0.95,-9,Symm,9,14,1,14,R-skew,6,0,1
48594,10,1,10,-,1,31,0.05,11,-,1,0,0
48595,-8,1,-8,-,1,-3,0.8,-9,R-skew,6,0,0
48596,5,1,5,-,1,23,0.6,-35,Symm,9,0,0
48597,67,0.2,2,-,1,72,0.4,-8,-,1,0,0
48598,23,1,23,-,1,22,0.9,22,Symm,5,0,0
48599,37,0.4,-15,-,1,9,0.95,-6,R-skew,4,0,0
48600,19,1,19,-,1,59,0.6,-35,-,1,0,0
48601,21,1,21,-,1,40,0.2,22,-,1,0,0
48602,71,0.6,-39,Symm,5,29,0.6,20,R-skew,2,0,1
48603,35,0.25,22,-,1,182,0.2,-17,-,1,0,0
48604,24,1,24,-,1,105,0.4,-28,L-skew,5,0,1
48605,57,0.01,1,-,1,39,0.4,-29,L-skew,6,0,0
48606,8,1,8,-,1,22,0.6,-13,Symm,7,0,0
48607,44,0.75,-15,-,1,36,0.9,7,Symm,3,1,0
48608,41,0.6,-2,-,1,49,0.4,10,Symm,3,0,1
48609,66,0.25,-17,-,1,70,0.05,4,Symm,5,0,0
48610,-9,1,-9,-,1,8,0.5,-23,Symm,7,0,1
48611,85,0.25,2,Symm,3,23,1,23,Symm,3,0,0
48612,29,0.5,27,-,1,35,0.6,15,Symm,3,0,1
48613,15,1,15,-,1,84,0.4,-28,Symm,5,0,0
48614,0,1,0,-,1,43,0.5,-49,-,1,0,0
48615,9,0.25,-16,-,1,68,0.1,-22,R-skew,6,0,0
48616,41,0.1,-13,-,1,-4,0.5,-14,L-skew,4,0,0
48617,-8,1,-8,-,1,21,0.6,-49,-,1,0,0
48618,16,1,16,-,1,20,0.25,12,Symm,3,0,0
48619,9,0.6,-21,-,1,8,0.5,-26,-,1,0,0
48620,20,0.25,15,-,1,32,0.4,18,-,1,-1,0
48621,30,0.01,-2,L-skew,3,-2,1,-2,Symm,5,0,0
48622,-3,1,-3,-,1,14,0.8,-49,Symm,7,0,0
48623,136,0.25,-12,Symm,5,53,0.4,0,Symm,7,-1,0
48624,29,1,29,-,1,39,0.6,0,R-skew,3,0,0
48625,40,0.5,20,-,1,30,1,30,-,1,0,0
48626,13,1,13,-,1,62,0.05,16,-,1,0,1
48627,17,1,17,-,1,79,0.1,11,R-skew,2,0,0
48628,17,1,17,-,1,45,0.1,15,L-skew,6,0,0
48629,25,1,25,-,1,44,0.05,17,Symm,9,0,0
48630,10,1,10,-,1,16,0.4,-7,L-skew,2,0,1
48631,-3,1,-3,-,1,11,0.1,-17,-,1,0,0
48632,-1,1,-1,-,1,34,0.4,-35,-,1,0,0
48633,16,0.75,1,-,1,46,0.2,-2,-,1,1,0
48634,8,1,8,-,1,49,0.4,-23,-,1,0,0
48635,6,1,6,-,1,41,0.1,8,L-skew,4,0,0
48636,5,1,5,-,1,22,0.5,2,-,1,0,0
48637,5,0.1,-11,-,1,3,0.4,-20,Symm,3,0,0
48638,-3,1,-3,-,1,9,0.2,-6,-,1,0,1
48639,30,1,30,L-skew,2,33,0.6,6,-,1,0,0
48640,23,1,23,-,1,29,0.99,7,-,1,0,0
48641,-8,1,-8,-,1,20,0.4,-40,-,1,0,0
48642,0,1,0,-,1,24,0.75,-43,-,1,0,0
48643,120,0.25,-4,-,1,103,0.25,15,Symm,7,0,0
48644,21,0.95,10,-,1,37,0.5,-1,Symm,3,0,0
48645,1,1,1,-,1,117,0.1,-13,-,1,0,0
48646,30,1,30,-,1,82,0.1,26,-,1,0,0
48647,22,1,22,-,1,35,0.2,23,Symm,7,0,0
48648,4,1,4,-,1,23,0.1,-2,-,1,0,0
48649,28,0.05,-6,-,1,-7,0.6,-21,Symm,9,0,0
48650,15,1,15,Symm,7,71,0.1,9,-,1,0,0
48651,86,0.2,1,-,1,19,0.1,10,-,1,0,0
48652,66,0.05,26,-,1,51,0.25,18,Symm,3,-1,0
48653,19,0.99,0,R-skew,2,104,0.5,-45,Symm,5,0,0
48654,49,0.2,18,-,1,82,0.25,8,L-skew,3,0,0
48655,66,0.1,-4,Symm,3,49,0.25,-9,Symm,7,0,1
48656,13,1,13,-,1,52,0.2,0,Symm,9,0,0
48657,55,0.2,15,-,1,34,0.75,-32,Symm,9,0,0
48658,135,0.2,-5,-,1,47,0.4,-2,R-skew,2,0,0
48659,30,0.05,19,-,1,31,0.01,28,Symm,7,-1,0
48660,-6,0.5,-8,R-skew,6,31,0.05,3,Symm,7,0,0
48661,54,0.05,3,-,1,22,0.95,-11,-,1,0,0
48662,-5,0.99,-12,Symm,7,34,0.25,-31,-,1,0,0
48663,24,0.9,18,-,1,39,0.1,25,Symm,5,1,0
48664,-6,1,-6,-,1,0,0.8,-20,R-skew,6,0,0
48665,42,0.6,5,Symm,9,32,0.2,23,-,1,0,0
48666,228,0.1,8,-,1,37,0.75,-28,L-skew,2,0,0
48667,23,0.6,-17,L-skew,4,7,0.95,1,Symm,7,1,0
48668,101,0.25,-35,R-skew,6,3,0.01,0,R-skew,7,0,0
48669,27,0.75,3,L-skew,4,25,0.8,-28,Symm,5,0,0
48670,80,0.2,-31,Symm,9,-9,1,-9,Symm,3,0,0
48671,7,1,7,-,1,77,0.25,-20,-,1,0,0
48672,26,1,26,-,1,36,0.8,-17,-,1,0,0
48673,6,1,6,-,1,14,0.05,1,R-skew,4,0,0
48674,1,0.75,-3,-,1,27,0.4,-15,R-skew,2,0,1
48675,12,1,12,-,1,70,0.05,5,Symm,7,0,0
48676,22,0.01,14,-,1,15,0.9,-2,-,1,1,0
48677,28,0.9,8,-,1,100,0.4,-21,Symm,9,0,1
48678,22,0.5,12,Symm,7,30,0.75,-24,-,1,1,0
48679,3,1,3,-,1,41,0.25,-11,Symm,5,0,0
48680,8,0.8,-16,-,1,16,0.8,-49,-,1,0,1
48681,2,0.9,-22,-,1,20,0.4,-18,-,1,-1,0
48682,0,1,0,Symm,7,30,0.6,-28,-,1,0,0
48683,32,0.8,19,-,1,94,0.5,-46,Symm,9,0,1
48684,29,1,29,-,1,29,0.8,14,-,1,0,0
48685,37,0.4,-23,L-skew,6,52,0.4,-33,-,1,1,0
48686,6,1,6,-,1,-1,0.99,-32,L-skew,5,0,0
48687,54,0.1,1,-,1,10,0.1,3,-,1,1,0
48688,3,1,3,-,1,83,0.1,-6,Symm,3,0,1
48689,-6,1,-6,-,1,4,0.6,-17,-,1,0,0
48690,24,1,24,-,1,35,0.95,20,Symm,9,0,0
48691,35,0.25,15,Symm,3,49,0.1,21,Symm,5,0,0
48692,8,1,8,-,1,94,0.05,7,Symm,7,0,1
48693,71,0.25,11,-,1,74,0.2,4,-,1,0,0
48694,-3,1,-3,-,1,22,0.1,-1,L-skew,3,0,0
48695,43,0.8,-24,Symm,3,63,0.05,36,Symm,3,1,1
48696,36,0.6,14,Symm,5,26,0.9,24,-,1,0,0
48697,66,0.2,1,-,1,56,0.4,-1,L-skew,6,-1,0
48698,14,1,14,-,1,27,0.25,11,-,1,0,0
48699,25,1,25,-,1,26,0.8,1,-,1,0,0
48700,36,0.75,5,R-skew,4,66,0.5,-18,Symm,7,0,0
48701,4,0.8,-36,-,1,-8,0.9,-26,-,1,0,0
48702,6,1,6,-,1,42,0.4,-19,Symm,3,0,0
48703,86,0.05,17,-,1,46,0.1,17,-,1,1,1
48704,11,1,11,-,1,12,0.8,-28,-,1,0,1
48705,17,0.75,6,Symm,7,19,0.95,18,-,1,1,1
48706,13,1,13,-,1,14,0.4,6,-,1,0,0
48707,-9,1,-9,-,1,112,0.1,-17,-,1,0,0
48708,-2,1,-2,-,1,-4,0.6,-16,-,1,0,0
48709,25,1,25,Symm,5,25,1,25,-,1,0,0
48710,30,0.2,6,-,1,32,0.4,-3,-,1,0,0
48711,34,0.4,-6,-,1,23,0.8,-47,-,1,0,0
48712,16,1,16,-,1,19,0.8,12,-,1,0,0
48713,20,0.25,16,-,1,42,0.2,27,Symm,3,1,0
48714,51,0.25,7,Symm,9,34,0.75,13,-,1,0,0
48715,12,1,12,-,1,13,0.9,-18,-,1,0,0
48716,10,0.1,2,-,1,1,0.2,-5,Symm,3,0,0
48717,3,1,3,-,1,22,0.5,-27,-,1,0,0
48718,51,0.1,21,-,1,28,0.2,19,-,1,0,0
48719,30,1,30,-,1,37,0.05,17,-,1,0,0
48720,23,0.2,12,-,1,87,0.4,-41,-,1,0,0
48721,62,0.25,-22,-,1,10,0.4,-14,-,1,1,0
48722,21,1,21,-,1,114,0.4,-20,-,1,0,0
48723,27,1,27,-,1,46,0.5,-3,L-skew,6,0,0
48724,20,1,20,-,1,86,0.25,-10,-,1,0,1
48725,36,0.2,15,Symm,7,30,0.75,5,-,1,0,0
48726,20,1,20,-,1,27,0.9,-20,L-skew,5,0,1
48727,20,1,20,-,1,77,0.6,-44,Symm,7,0,1
48728,-5,1,-5,-,1,7,0.6,-13,L-skew,3,0,1
48729,16,0.8,2,Symm,3,36,0.25,7,-,1,0,0
48730,-10,0.5,-10,R-skew,4,64,0.01,-9,L-skew,2,0,0
48731,50,0.01,3,-,1,17,0.6,-4,Symm,9,0,0
48732,-2,0.75,-14,Symm,9,22,0.4,-31,-,1,0,1
48733,28,1,28,-,1,35,0.01,23,L-skew,3,0,0
48734,11,1,11,-,1,26,0.5,11,R-skew,2,0,0
48735,22,0.25,-14,-,1,-1,0.8,-8,Symm,5,0,0
48736,80,0.25,4,L-skew,3,39,0.05,26,Symm,3,0,0
48737,10,0.95,-13,-,1,46,0.5,-11,-,1,0,0
48738,57,0.05,-9,Symm,5,46,0.05,-6,-,1,-1,0
48739,2,1,2,-,1,27,0.25,-13,-,1,0,0
48740,20,1,20,-,1,27,0.4,2,-,1,0,0
48741,75,0.05,21,-,1,79,0.4,-11,R-skew,4,-1,0
48742,29,0.8,-27,Symm,5,13,0.95,-29,-,1,0,0
48743,60,0.6,-18,Symm,5,34,0.25,16,-,1,0,0
48744,-5,1,-5,-,1,12,0.25,-17,L-skew,2,0,1
48745,17,0.6,0,-,1,4,0.99,-38,Symm,5,0,0
48746,75,0.25,-36,L-skew,5,-14,0.9,-26,Symm,7,0,0
48747,56,0.6,-16,R-skew,4,58,0.5,9,-,1,0,0
48748,13,1,13,-,1,14,0.95,-10,-,1,0,0
48749,23,1,23,-,1,36,0.8,-1,-,1,0,0
48750,48,0.05,24,Symm,5,48,0.25,8,L-skew,6,0,0
48751,9,0.9,-15,-,1,12,0.2,-5,Symm,9,0,0
48752,-3,1,-3,-,1,16,0.75,-37,-,1,0,0
48753,29,0.05,18,-,1,27,0.05,10,-,1,0,1
48754,5,1,5,-,1,12,0.1,8,Symm,3,0,1
48755,36,0.2,29,-,1,52,0.5,20,-,1,0,0
48756,2,1,2,R-skew,7,13,0.5,-14,-,1,0,1
48757,13,1,13,-,1,11,0.6,1,Symm,3,0,0
48758,-1,0.2,-5,-,1,13,0.01,-6,-,1,0,0
48759,17,0.75,13,-,1,27,0.75,-1,-,1,0,0
48760,-1,0.2,-2,-,1,34,0.2,-11,Symm,3,-1,0
48761,-9,0.99,-17,L-skew,5,18,0.25,-28,-,1,0,1
48762,85,0.1,13,Symm,3,13,0.8,9,-,1,1,1
48763,25,0.01,10,-,1,26,0.75,-36,-,1,0,0
48764,48,0.2,-22,-,1,10,0.6,5,Symm,3,0,0
48765,5,1,5,L-skew,4,88,0.2,-21,-,1,0,0
48766,10,0.01,-5,-,1,2,0.01,-5,L-skew,2,0,0
48767,17,0.8,-4,-,1,42,0.2,8,Symm,3,0,0
48768,26,1,26,-,1,42,0.01,30,-,1,0,0
48769,14,0.9,-16,L-skew,6,42,0.2,7,L-skew,3,0,0
48770,-7,1,-7,-,1,47,0.25,-29,Symm,7,0,0
48771,21,0.01,3,-,1,10,0.05,-2,Symm,9,0,0
48772,59,0.6,-23,Symm,7,43,0.05,23,-,1,0,0
48773,47,0.4,-16,-,1,10,0.25,7,-,1,-1,1
48774,48,0.2,-3,-,1,34,0.5,-21,L-skew,2,0,1
48775,55,0.25,-25,Symm,7,-9,0.8,-26,-,1,0,0
48776,30,1,30,-,1,45,0.5,31,-,1,0,0
48777,19,1,19,-,1,50,0.05,9,-,1,0,1
48778,41,0.25,-3,Symm,9,42,0.01,7,Symm,5,0,1
48779,23,1,23,-,1,61,0.05,21,L-skew,2,0,0
48780,17,1,17,-,1,18,0.6,-9,-,1,0,1
48781,41,0.25,-2,L-skew,3,17,0.4,-6,Symm,3,0,0
48782,13,0.6,-7,-,1,1,0.8,-15,-,1,0,0
48783,106,0.1,-4,-,1,75,0.1,6,-,1,-1,0
48784,-2,0.9,-25,-,1,-4,1,-4,-,1,0,0
48785,30,0.8,15,-,1,23,0.8,6,L-skew,6,0,0
48786,14,1,14,-,1,62,0.01,15,L-skew,3,0,0
48787,40,0.75,-4,-,1,32,0.75,16,R-skew,7,0,0
48788,18,1,18,-,1,60,0.6,-44,R-skew,4,0,0
48789,9,1,9,-,1,35,0.2,-4,Symm,5,0,0
48790,6,0.5,-8,-,1,-1,1,-1,-,1,0,0
48791,45,0.5,-19,-,1,28,0.4,3,-,1,0,0
48792,17,1,17,-,1,30,0.4,12,Symm,9,0,0
48793,10,1,10,-,1,119,0.2,-25,-,1,0,0
48794,16,0.75,4,-,1,13,1,13,L-skew,6,0,0
48795,12,1,12,-,1,22,0.75,-28,-,1,0,0
48796,22,0.6,-20,-,1,82,0.1,1,-,1,0,0
48797,4,1,4,-,1,50,0.2,-6,Symm,7,0,0
48798,78,0.4,-5,-,1,152,0.2,-1,-,1,0,0
48799,48,0.4,-35,Symm,3,28,0.2,-8,-,1,0,0
48800,29,0.9,-42,L-skew,2,32,0.8,-17,R-skew,6,0,0
48801,29,0.5,-1,-,1,60,0.5,-33,L-skew,4,0,1
48802,86,0.2,-21,Symm,3,-5,0.6,-9,-,1,0,0
48803,-3,1,-3,-,1,45,0.05,-6,-,1,0,0
48804,22,1,22,-,1,143,0.1,16,-,1,0,0
48805,48,0.1,-9,-,1,47,0.2,-7,-,1,0,0
48806,61,0.25,20,-,1,45,0.2,40,-,1,0,0
48807,104,0.25,-4,-,1,105,0.25,-14,-,1,0,1
48808,22,1,22,-,1,104,0.25,0,-,1,0,0
48809,108,0.25,-28,-,1,6,0.99,3,R-skew,6,0,0
48810,13,1,13,-,1,17,0.8,6,-,1,0,0
48811,4,1,4,-,1,57,0.4,-34,L-skew,2,0,1
48812,45,0.1,8,Symm,3,35,0.1,8,Symm,3,0,0
48813,7,0.01,4,-,1,103,0.25,-27,-,1,-1,0
48814,28,1,28,-,1,86,0.5,-1,-,1,0,0
48815,-5,0.6,-10,Symm,3,99,0.1,-13,Symm,7,0,1
48816,70,0.05,-8,R-skew,5,-2,0.99,-33,-,1,0,1
48817,20,1,20,-,1,27,0.95,26,Symm,3,0,1
48818,43,0.25,-1,-,1,18,0.5,-4,-,1,0,0
48819,47,0.6,0,-,1,89,0.1,24,-,1,0,1
48820,33,0.4,15,Symm,5,44,0.75,2,Symm,3,0,0
48821,30,1,30,-,1,27,0.9,0,Symm,9,0,0
48822,-4,1,-4,-,1,27,0.25,-11,R-skew,5,0,0
48823,1,1,1,-,1,1,1,1,R-skew,4,0,0
48824,9,0.01,1,-,1,35,0.4,-22,Symm,3,0,0
48825,21,1,21,-,1,67,0.1,20,Symm,3,0,0
48826,54,0.6,-18,L-skew,6,45,0.1,24,-,1,1,1
48827,63,0.05,8,Symm,5,16,0.8,-35,-,1,0,0
48828,12,1,12,-,1,35,0.6,-13,-,1,0,0
48829,19,1,19,-,1,24,0.5,9,Symm,9,0,0
48830,5,0.8,-21,Symm,7,80,0.1,-7,-,1,0,0
48831,28,1,28,R-skew,6,45,0.25,10,-,1,0,0
48832,27,1,27,-,1,27,0.5,16,Symm,9,0,0
48833,25,1,25,-,1,61,0.6,-5,R-skew,4,0,0
48834,29,1,29,-,1,92,0.25,11,Symm,5,0,0
48835,7,1,7,-,1,14,0.75,-17,-,1,0,0
48836,15,1,15,-,1,28,0.1,14,L-skew,6,0,0
48837,35,0.9,-28,-,1,29,1,29,-,1,0,0
48838,37,0.75,9,Symm,9,83,0.2,7,-,1,0,0
48839,20,0.99,4,-,1,20,1,20,-,1,0,0
48840,3,0.4,3,-,1,7,0.01,3,Symm,7,0,0
48841,11,0.05,4,R-skew,3,39,0.05,10,R-skew,6,0,0
48842,11,1,11,-,1,28,0.5,9,-,1,0,0
48843,30,0.5,6,-,1,19,0.75,17,Symm,9,0,0
48844,24,1,24,-,1,81,0.5,-17,R-skew,5,0,1
48845,78,0.05,21,-,1,21,0.75,5,-,1,0,0
48846,30,1,30,-,1,57,0.2,26,Symm,7,0,0
48847,85,0.4,-8,Symm,3,60,0.1,31,-,1,0,1
48848,29,0.99,27,Symm,5,22,0.99,-37,Symm,5,1,0
48849,17,1,17,-,1,24,0.9,19,L-skew,5,0,0
48850,17,1,17,-,1,119,0.2,-8,L-skew,5,0,1
48851,70,0.5,-14,-,1,83,0.05,30,L-skew,6,1,0
48852,24,1,24,-,1,85,0.4,-17,-,1,0,0
48853,-3,1,-3,-,1,46,0.5,-47,Symm,3,0,0
48854,78,0.25,-22,-,1,19,0.6,-32,R-skew,7,0,1
48855,6,0.8,-2,L-skew,5,37,0.6,-34,-,1,0,0
48856,51,0.5,-35,-,1,54,0.25,-14,-,1,0,0
48857,15,0.95,8,-,1,107,0.01,15,-,1,0,0
48858,11,1,11,-,1,47,0.6,-37,-,1,0,1
48859,76,0.5,-48,Symm,7,8,0.9,-2,L-skew,4,0,0
48860,33,0.01,-3,-,1,-4,0.8,-10,-,1,1,0
48861,17,1,17,-,1,64,0.5,-32,-,1,0,0
48862,46,0.4,13,-,1,34,0.6,9,Symm,7,0,0
48863,28,0.01,14,Symm,9,27,0.9,-8,-,1,0,0
48864,21,0.25,18,-,1,26,0.6,-17,-,1,0,0
48865,-4,1,-4,-,1,2,0.9,-28,-,1,0,0
48866,19,0.6,6,-,1,27,0.2,2,-,1,-1,0
48867,18,0.75,-50,R-skew,6,0,0.5,-5,-,1,-1,0
48868,4,1,4,Symm,7,53,0.2,-3,Symm,7,0,0
48869,8,1,8,-,1,23,0.25,1,-,1,0,0
48870,0,1,0,-,1,38,0.2,-2,Symm,9,0,1
48871,56,0.01,14,-,1,54,0.2,-3,L-skew,2,0,0
48872,35,0.6,-13,Symm,5,16,0.25,12,Symm,7,0,0
48873,11,0.95,10,-,1,46,0.01,8,L-skew,3,1,0
48874,91,0.01,28,Symm,3,55,0.25,25,R-skew,2,0,0
48875,14,0.8,-1,-,1,208,0.1,-15,-,1,0,1
48876,53,0.1,1,-,1,49,0.05,3,Symm,3,0,0
48877,26,1,26,Symm,9,48,0.75,-13,-,1,0,1
48878,25,0.95,-8,-,1,31,0.1,10,-,1,0,0
48879,224,0.25,-44,Symm,3,40,0.1,24,-,1,0,0
48880,34,0.75,-22,-,1,30,0.25,9,-,1,0,1
48881,26,0.75,14,Symm,3,109,0.25,-2,Symm,9,0,0
48882,69,0.01,-11,-,1,44,0.4,-42,L-skew,6,0,0
48883,11,1,11,-,1,98,0.4,-43,Symm,5,0,1
48884,113,0.25,-35,-,1,-1,0.75,-1,-,1,0,0
48885,20,0.6,-35,Symm,5,7,0.1,-4,L-skew,6,0,0
48886,4,1,4,-,1,13,0.9,10,-,1,0,0
48887,92,0.25,-5,-,1,52,0.1,22,-,1,0,0
48888,2,1,2,-,1,26,0.6,-27,-,1,0,0
48889,20,0.25,0,-,1,7,0.01,6,-,1,0,1
48890,17,0.75,-7,-,1,79,0.4,-37,-,1,-1,1
48891,14,1,14,-,1,45,0.5,-17,R-skew,2,0,0
48892,21,1,21,-,1,22,0.95,17,-,1,0,0
48893,18,1,18,-,1,28,0.1,13,-,1,0,0
48894,66,0.01,2,Symm,9,17,0.6,-18,Symm,5,0,0
48895,0,0.9,-22,L-skew,3,43,0.1,-12,-,1,0,0
48896,-2,1,-2,-,1,7,0.4,-24,L-skew,6,0,1
48897,10,1,10,-,1,36,0.2,6,R-skew,7,0,1
48898,9,1,9,-,1,9,0.01,3,Symm,5,0,0
48899,28,1,28,-,1,50,0.6,-16,-,1,0,0
48900,6,1,6,-,1,69,0.05,0,-,1,0,0
48901,111,0.25,-41,-,1,34,0.1,-10,-,1,-1,0
48902,18,0.8,-36,-,1,20,0.75,-4,Symm,3,0,0
48903,81,0.25,-11,Symm,9,73,0.25,-11,-,1,0,1
48904,19,1,19,-,1,83,0.25,12,L-skew,2,0,0
48905,25,1,25,-,1,38,0.25,25,R-skew,6,0,1
48906,25,0.9,1,-,1,21,0.75,2,Symm,3,0,0
48907,-7,0.99,-44,-,1,23,0.05,-3,R-skew,6,0,1
48908,-1,0.9,-17,Symm,3,34,0.1,3,Symm,7,0,0
48909,28,0.8,-2,R-skew,2,30,0.8,-3,Symm,9,0,1
48910,0,1,0,-,1,19,0.2,-6,Symm,5,0,0
48911,52,0.01,8,-,1,62,0.4,-20,-,1,1,0
48912,50,0.4,-37,R-skew,5,13,0.25,-4,R-skew,2,0,0
48913,7,0.4,-6,-,1,-1,1,-1,-,1,0,0
48914,-8,1,-8,-,1,32,0.1,-7,Symm,7,0,0
48915,22,1,22,-,1,71,0.01,18,-,1,0,0
48916,54,0.25,22,-,1,57,0.4,9,-,1,-1,0
48917,14,0.01,10,-,1,47,0.25,-6,-,1,0,0
48918,31,0.8,-19,Symm,3,18,0.99,4,-,1,-1,1
48919,33,0.25,5,R-skew,4,14,0.99,3,-,1,0,0
48920,16,0.99,2,Symm,9,27,0.8,-10,Symm,3,0,0
48921,23,0.5,-35,Symm,3,3,0.5,-17,-,1,0,0
48922,44,0.1,15,Symm,5,30,0.5,11,-,1,0,0
48923,19,0.01,15,-,1,12,0.95,-22,Symm,3,1,0
48924,248,0.05,8,-,1,57,0.1,14,-,1,0,0
48925,18,0.6,16,-,1,54,0.5,-19,-,1,1,0
48926,15,1,15,-,1,41,0.1,8,Symm,5,0,0
48927,-9,1,-9,-,1,61,0.25,-32,-,1,0,0
48928,36,0.75,-36,-,1,212,0.1,-6,R-skew,5,0,0
48929,23,0.99,21,-,1,76,0.5,-25,-,1,0,0
48930,14,1,14,-,1,40,0.25,6,-,1,0,1
48931,23,1,23,-,1,57,0.6,-22,-,1,0,0
48932,35,0.8,10,-,1,197,0.1,15,L-skew,2,0,0
48933,17,1,17,-,1,44,0.6,-7,-,1,0,0
48934,29,0.95,9,-,1,28,0.25,20,-,1,0,0
48935,17,1,17,-,1,19,0.9,4,L-skew,3,0,0
48936,29,1,29,-,1,32,0.6,18,-,1,0,1
48937,7,1,7,-,1,7,0.5,3,R-skew,7,0,0
48938,2,1,2,-,1,11,0.8,-32,Symm,3,0,0
48939,46,0.4,-36,-,1,17,0.4,-14,Symm,3,0,0
48940,50,0.01,27,-,1,76,0.2,19,L-skew,5,0,0
48941,35,0.4,15,-,1,23,1,23,-,1,0,0
48942,32,0.6,27,-,1,43,0.75,27,Symm,7,0,0
48943,-9,1,-9,-,1,-2,0.5,-21,Symm,9,0,0
48944,61,0.1,4,-,1,21,0.75,2,L-skew,3,0,0
48945,-2,1,-2,-,1,6,0.8,-43,-,1,0,0
48946,29,0.6,-19,-,1,43,0.4,-3,Symm,5,0,0
48947,114,0.4,-44,-,1,19,1,19,Symm,7,0,0
48948,35,0.6,-3,-,1,149,0.05,14,Symm,5,0,0
48949,36,0.25,12,-,1,18,1,18,-,1,0,0
48950,0,0.75,-33,-,1,-11,0.99,-39,-,1,1,0
48951,30,1,30,-,1,64,0.2,27,L-skew,4,0,0
48952,10,1,10,-,1,25,0.25,2,R-skew,4,0,1
48953,20,1,20,Symm,3,30,0.75,-14,L-skew,3,0,0
48954,11,1,11,-,1,18,0.75,-16,-,1,0,0
48955,65,0.01,19,R-skew,2,45,0.25,23,-,1,0,1
48956,10,0.6,-5,-,1,37,0.4,-13,Symm,5,0,0
48957,43,0.2,20,-,1,40,0.5,11,-,1,0,0
48958,30,0.2,-14,-,1,6,0.4,-4,Symm,9,1,0
48959,13,1,13,-,1,18,0.9,7,-,1,0,0
48960,24,1,24,-,1,18,0.5,2,Symm,3,0,0
48961,73,0.4,-20,-,1,25,0.75,-14,-,1,-1,0
48962,34,0.6,-8,Symm,3,66,0.5,-28,Symm,7,0,1
48963,71,0.4,1,-,1,83,0.5,-12,L-skew,2,0,0
48964,3,1,3,-,1,10,0.1,8,-,1,0,0
48965,7,1,7,-,1,6,0.5,-2,R-skew,3,0,1
